agent_id,first_name,last_name,market_id,buyer_customers_sent_2024,seller_customers_sent_2024,buyer_closes_2024,seller_closes_2024,customer_reviews_2024,avg_rating_2024
keisha_nguyen_114,Keisha,Nguyen,miami_fl,109,74,16,22,5,3.81
keisha_khan_818,Keisha,Khan,providence_ri,74,40,8,14,3,4.54
camila_robinson_734,Camila,Robinson,los_angeles_ca,93,192,28,44,14,3.59
miguel_kim_136,Miguel,Kim,indianapolis_in,174,115,21,32,5,4.11
mohammed_carter_639,Mohammed,Carter,baltimore_md,77,293,23,39,5,4.79
latoya_robinson_601,Latoya,Robinson,las_vegas_nv,43,413,11,47,6,4.5
jamal_evans_321,Jamal,Evans,san_antonio_tx,46,216,8,46,4,2.63
dorothy_martinez_83,Dorothy,Martinez,kansas_city_mo,18,280,4,29,3,3.87
anthony_brown_500,Anthony,Brown,minneapolis_mn,77,20,18,3,1,3.24
jose_hernandez_319,Jose,Hernandez,austin_tx,105,313,13,50,7,2.3
keisha_washington_506,Keisha,Washington,detroit_mi,117,90,28,15,3,3.78
jessica_walker_533,Jessica,Walker,cincinnati_oh,67,41,10,14,1,3.83
amanda_tran_404,Amanda,Tran,jacksonville_fl,30,15,6,6,1,4.89
haruka_hall_364,Haruka,Hall,indianapolis_in,60,23,13,7,2,4.95
mina_young_398,Mina,Young,new_york_ny,24,65,4,9,2,3.84
michael_hernandez_312,Michael,Hernandez,virginia_beach_va,131,179,15,30,9,4.94
daniel_mohamed_821,Daniel,Mohamed,austin_tx,180,387,18,47,12,3.56
john_ramirez_431,John,Ramirez,denver_co,8,353,1,37,3,4.44
amanda_martinez_519,Amanda,Martinez,chicago_il,11,52,3,13,1,4.41
margaret_campbell_122,Margaret,Campbell,dallas_tx,157,443,19,50,3,4.98
john_tran_129,John,Tran,seattle_wa,101,315,25,42,8,2.83
richard_davis_166,Richard,Davis,boston_ma,190,221,21,23,1,2.48
keisha_brown_997,Keisha,Brown,birmingham_al,86,22,17,5,1,3.03
juan_allen_879,Juan,Allen,boston_ma,140,307,27,39,5,4.71
jennifer_baker_996,Jennifer,Baker,pittsburgh_pa,194,91,28,15,8,3.95
mohammed_rodriguez_662,Mohammed,Rodriguez,providence_ri,201,155,28,36,11,2.93
mina_patel_449,Mina,Patel,st_louis_mo,60,112,8,14,1,4.34
amanda_khan_445,Amanda,Khan,louisville_ky,81,164,13,48,6,4.69
arjun_patel_669,Arjun,Patel,memphis_tn,140,204,18,46,6,4.88
latoya_lewis_372,Latoya,Lewis,seattle_wa,152,124,25,27,7,4.84
amanda_gonzalez_353,Amanda,Gonzalez,grand_rapids_mi,114,146,14,32,5,4.51
jamal_young_798,Jamal,Young,baltimore_md,194,196,25,22,9,4.41
zainab_allen_321,Zainab,Allen,louisville_ky,184,46,29,5,4,2.2
minh_allen_504,Minh,Allen,jacksonville_fl,58,65,12,14,3,2.43
ahmad_green_733,Ahmad,Green,louisville_ky,188,25,26,3,4,2.49
keisha_baker_331,Keisha,Baker,st_louis_mo,52,259,9,49,9,3.95
omar_martinez_412,Omar,Martinez,new_york_ny,195,47,27,23,7,3.74
layla_robinson_952,Layla,Robinson,phoenix_az,80,90,14,13,3,2.62
ahmad_jefferson_780,Ahmad,Jefferson,minneapolis_mn,181,461,20,50,2,3.48
haruka_rodriguez_572,Haruka,Rodriguez,oklahoma_city_ok,83,298,22,39,11,2.56
jamal_mohamed_10,Jamal,Mohamed,milwaukee_wi,206,173,26,26,7,4.35
isabella_johnson_319,Isabella,Johnson,pittsburgh_pa,102,72,18,8,5,4.29
elizabeth_hernandez_554,Elizabeth,Hernandez,philadelphia_pa,226,47,23,14,4,3.16
maria_kim_308,Maria,Kim,providence_ri,17,205,2,33,4,3.56
thomas_washington_408,Thomas,Washington,nashville_tn,194,102,22,46,1,3.05
margaret_baker_681,Margaret,Baker,richmond_va,62,109,10,43,7,4.76
arjun_martinez_306,Arjun,Martinez,baltimore_md,73,187,15,47,2,4.55
christopher_walker_775,Christopher,Walker,grand_rapids_mi,29,73,3,26,4,4.37
margaret_kim_930,Margaret,Kim,orlando_fl,92,121,11,13,2,3.65
hiroshi_torres_283,Hiroshi,Torres,washington_dc,9,140,1,28,5,4.66
kenji_gonzalez_36,Kenji,Gonzalez,salt_lake_city_ut,253,120,27,18,9,4.87
richard_lewis_309,Richard,Lewis,san_antonio_tx,78,15,18,5,4,4.2
michael_garcia_747,Michael,Garcia,charlotte_nc,224,8,26,1,1,4.61
mei_nelson_527,Mei,Nelson,virginia_beach_va,17,38,4,5,1,4.03
sarah_clark_855,Sarah,Clark,minneapolis_mn,68,291,15,45,7,2.42
malik_torres_608,Malik,Torres,san_diego_ca,142,199,18,48,12,3.64
maria_white_684,Maria,White,milwaukee_wi,128,328,23,38,12,2.37
camila_lopez_205,Camila,Lopez,jacksonville_fl,87,103,15,22,5,4.81
richard_allen_368,Richard,Allen,san_antonio_tx,122,91,26,14,3,4.77
hao_williams_561,Hao,Williams,boston_ma,5,166,1,31,1,2.39
daniel_evans_449,Daniel,Evans,los_angeles_ca,30,236,7,46,10,3.47
hao_robinson_164,Hao,Robinson,san_antonio_tx,32,132,4,23,3,4.88
robert_nelson_804,Robert,Nelson,portland_or,6,43,1,7,1,4.02
emily_tran_396,Emily,Tran,nashville_tn,92,401,16,43,10,2.91
ashley_nelson_452,Ashley,Nelson,seattle_wa,153,10,24,1,3,3.05
richard_abdullah_273,Richard,Abdullah,austin_tx,63,232,17,36,3,2.61
nia_clark_826,Nia,Clark,riverside_ca,108,168,20,31,2,3.56
aya_jackson_772,Aya,Jackson,indianapolis_in,5,37,1,8,1,4.81
isabella_scott_419,Isabella,Scott,pittsburgh_pa,17,271,4,46,6,3.88
john_thompson_795,John,Thompson,new_york_ny,60,64,16,8,3,3.32
joseph_hall_30,Joseph,Hall,chicago_il,39,119,10,15,5,3.56
mary_nguyen_316,Mary,Nguyen,richmond_va,290,24,29,3,1,2.97
tanya_scott_254,Tanya,Scott,las_vegas_nv,192,295,24,31,10,2
tyrone_torres_73,Tyrone,Torres,louisville_ky,200,130,23,26,8,4.11
barbara_lewis_922,Barbara,Lewis,birmingham_al,32,297,6,31,3,2.42
lucia_rodriguez_14,Lucia,Rodriguez,new_york_ny,24,140,7,37,2,3.03
hassan_white_249,Hassan,White,las_vegas_nv,185,304,30,50,14,3.29
elizabeth_nelson_731,Elizabeth,Nelson,cleveland_oh,176,46,25,17,5,4.75
sofia_scott_778,Sofia,Scott,san_antonio_tx,108,37,29,10,7,3.19
arjun_robinson_835,Arjun,Robinson,las_vegas_nv,42,107,6,16,2,4.95
takeshi_allen_540,Takeshi,Allen,providence_ri,57,379,8,50,5,3.62
zainab_ramirez_406,Zainab,Ramirez,grand_rapids_mi,52,117,8,36,8,4.57
carlos_jones_151,Carlos,Jones,sacramento_ca,168,98,22,38,12,2.44
john_clark_908,John,Clark,washington_dc,100,455,29,46,5,4.98
luis_baker_891,Luis,Baker,sacramento_ca,178,200,30,31,4,4.11
nia_carter_430,Nia,Carter,houston_tx,66,21,8,8,3,3.87
kenji_washington_963,Kenji,Washington,atlanta_ga,251,121,28,25,4,4.48
layla_martinez_620,Layla,Martinez,new_york_ny,85,53,17,11,5,2.83
isabella_nguyen_279,Isabella,Nguyen,denver_co,90,68,19,9,2,2.44
ling_nguyen_763,Ling,Nguyen,detroit_mi,98,95,19,11,5,3.4
fatima_williams_49,Fatima,Williams,columbus_oh,53,114,6,16,3,2.58
asha_tran_10,Asha,Tran,san_francisco_ca,42,112,9,24,4,3.42
jennifer_martinez_498,Jennifer,Martinez,atlanta_ga,10,31,2,12,1,4.91
dorothy_mohamed_906,Dorothy,Mohamed,cleveland_oh,143,76,21,29,10,2.08
dorothy_perez_739,Dorothy,Perez,phoenix_az,129,226,20,37,5,4.63
mary_garcia_929,Mary,Garcia,boston_ma,238,32,27,5,5,5
latoya_baker_933,Latoya,Baker,virginia_beach_va,18,234,3,24,1,4.12
camila_green_490,Camila,Green,riverside_ca,81,181,17,44,3,3.93
linda_williams_559,Linda,Williams,kansas_city_mo,67,255,13,29,2,2.12
patricia_young_519,Patricia,Young,san_jose_ca,180,7,22,1,3,3.27
matthew_scott_968,Matthew,Scott,denver_co,108,292,30,40,10,2.25
robert_thompson_733,Robert,Thompson,philadelphia_pa,97,122,17,19,6,3.05
mina_williams_449,Mina,Williams,tampa_fl,182,93,22,46,6,2.25
miguel_johnson_725,Miguel,Johnson,nashville_tn,6,92,1,42,2,4
emily_patel_11,Emily,Patel,st_louis_mo,243,310,30,45,4,3.81
mei_white_978,Mei,White,baltimore_md,32,381,6,48,6,3.74
robert_mitchell_894,Robert,Mitchell,austin_tx,137,8,25,1,2,2.16
john_harris_679,John,Harris,washington_dc,176,130,30,18,4,4.73
darnell_parker_965,Darnell,Parker,jacksonville_fl,30,136,7,16,1,4.38
sarah_king_69,Sarah,King,boston_ma,256,301,30,41,9,3.25
michael_ali_287,Michael,Ali,new_york_ny,50,224,5,27,5,3.2
christopher_white_33,Christopher,White,kansas_city_mo,144,98,25,30,10,3.81
asha_johnson_74,Asha,Johnson,dallas_tx,59,37,6,14,3,3.55
kwame_patel_443,Kwame,Patel,miami_fl,24,150,5,19,1,3.23
mei_hassan_397,Mei,Hassan,san_diego_ca,71,234,16,27,2,4.53
miguel_clark_518,Miguel,Clark,jacksonville_fl,19,59,2,28,4,2.32
ana_gonzalez_465,Ana,Gonzalez,san_jose_ca,29,299,3,36,2,2.19
ling_johnson_386,Ling,Johnson,grand_rapids_mi,138,65,20,15,6,3.84
anthony_thompson_281,Anthony,Thompson,cleveland_oh,164,255,17,35,1,2.62
john_gonzalez_275,John,Gonzalez,riverside_ca,16,245,5,31,1,4.38
juan_clark_387,Juan,Clark,salt_lake_city_ut,111,43,17,9,4,3.74
linda_nguyen_100,Linda,Nguyen,boston_ma,82,245,19,28,3,3.57
mei_baker_114,Mei,Baker,salt_lake_city_ut,46,139,7,24,2,4.27
ana_jones_792,Ana,Jones,las_vegas_nv,48,52,8,16,3,3.55
susan_torres_103,Susan,Torres,riverside_ca,51,18,15,4,1,2.72
aya_mitchell_864,Aya,Mitchell,raleigh_nc,114,146,25,24,3,4.97
michael_brown_441,Michael,Brown,washington_dc,50,210,12,41,2,4.33
amanda_ali_605,Amanda,Ali,new_york_ny,125,73,17,23,6,2.93
christopher_ali_604,Christopher,Ali,denver_co,7,231,2,25,3,3.61
yuki_lopez_817,Yuki,Lopez,detroit_mi,66,36,16,5,3,2.12
priya_tran_39,Priya,Tran,memphis_tn,199,216,29,47,8,2.61
ashley_williams_268,Ashley,Williams,columbus_oh,198,136,20,40,6,2.53
robert_adams_868,Robert,Adams,fresno_ca,201,316,29,49,15,2.65
minh_martinez_624,Minh,Martinez,boston_ma,113,30,22,6,5,4.47
robert_adams_170,Robert,Adams,richmond_va,54,19,7,5,1,4.17
yuki_scott_486,Yuki,Scott,san_diego_ca,92,215,10,28,6,3.56
sarah_white_153,Sarah,White,richmond_va,117,150,13,45,3,4.51
hassan_nelson_544,Hassan,Nelson,birmingham_al,74,288,8,41,3,3.11
sarah_brown_275,Sarah,Brown,indianapolis_in,23,297,6,40,6,4.85
maria_robinson_720,Maria,Robinson,dallas_tx,81,182,22,19,7,3.97
malik_ramirez_909,Malik,Ramirez,jacksonville_fl,216,8,25,1,2,2.58
aya_mohamed_255,Aya,Mohamed,kansas_city_mo,207,76,27,15,5,2.64
amanda_jackson_283,Amanda,Jackson,milwaukee_wi,73,160,17,22,3,2.96
michael_washington_13,Michael,Washington,san_francisco_ca,127,173,22,46,9,2.99
isabella_green_240,Isabella,Green,fresno_ca,142,212,24,34,4,4.29
barbara_young_102,Barbara,Young,denver_co,107,92,19,12,1,2
tyrone_walker_565,Tyrone,Walker,san_diego_ca,14,79,3,28,3,4.79
mina_patel_274,Mina,Patel,fresno_ca,208,98,26,29,11,4.3
jason_mitchell_515,Jason,Mitchell,san_antonio_tx,22,64,5,8,2,4.41
joseph_adams_314,Joseph,Adams,miami_fl,280,125,30,44,14,3.37
carlos_washington_236,Carlos,Washington,grand_rapids_mi,240,24,29,4,6,4.07
sarah_williams_749,Sarah,Williams,pittsburgh_pa,35,22,4,9,2,2.62
susan_williams_614,Susan,Williams,orlando_fl,99,183,12,37,7,2.07
isabella_campbell_138,Isabella,Campbell,nashville_tn,15,356,2,45,8,2.02
ana_thompson_930,Ana,Thompson,minneapolis_mn,67,104,14,19,2,2.64
malik_baker_977,Malik,Baker,minneapolis_mn,182,112,19,21,7,2.82
charles_adams_532,Charles,Adams,columbus_oh,21,197,4,42,4,3.67
wei_ramirez_753,Wei,Ramirez,fresno_ca,179,209,23,26,1,2.94
michael_hill_413,Michael,Hill,tampa_fl,106,153,11,27,2,2.89
jose_kim_59,Jose,Kim,san_jose_ca,89,146,10,30,7,4.07
takeshi_campbell_525,Takeshi,Campbell,baltimore_md,181,297,23,36,3,3.27
priya_torres_315,Priya,Torres,austin_tx,39,92,4,24,5,4.62
elizabeth_torres_378,Elizabeth,Torres,richmond_va,55,265,17,28,8,2.4
hana_garcia_716,Hana,Garcia,providence_ri,126,181,20,47,7,2.23
mina_walker_765,Mina,Walker,orlando_fl,49,230,10,48,3,4.95
ahmad_tran_449,Ahmad,Tran,fresno_ca,154,127,27,19,3,3.21
omar_carter_563,Omar,Carter,charlotte_nc,125,406,15,41,1,2.76
john_perez_208,John,Perez,miami_fl,155,116,19,26,9,3.96
imani_perez_514,Imani,Perez,las_vegas_nv,128,132,18,19,3,3.6
emily_adams_50,Emily,Adams,dallas_tx,75,87,22,33,11,3.88
christopher_garcia_902,Christopher,Garcia,baltimore_md,24,72,3,8,1,4.18
wei_washington_873,Wei,Washington,new_york_ny,7,151,2,16,2,3.73
aya_parker_144,Aya,Parker,charlotte_nc,154,135,17,41,11,4.58
mei_hall_297,Mei,Hall,austin_tx,44,167,7,21,1,3.03
zainab_rodriguez_735,Zainab,Rodriguez,jacksonville_fl,103,142,11,15,4,2.85
william_allen_730,William,Allen,boston_ma,35,81,11,19,1,3.71
tanya_washington_963,Tanya,Washington,houston_tx,43,5,6,1,1,3.47
sofia_mohamed_378,Sofia,Mohamed,san_diego_ca,224,97,30,45,9,3.25
camila_king_262,Camila,King,buffalo_ny,189,9,23,1,2,4.98
ahmad_hassan_336,Ahmad,Hassan,san_diego_ca,138,133,24,19,3,2.82
tanya_torres_686,Tanya,Torres,louisville_ky,36,126,6,16,1,3.26
daniel_martinez_543,Daniel,Martinez,houston_tx,31,297,5,43,7,3.18
joseph_garcia_322,Joseph,Garcia,cincinnati_oh,136,53,29,14,1,3.32
anthony_king_807,Anthony,King,birmingham_al,117,138,15,23,2,3.37
minh_harris_550,Minh,Harris,cleveland_oh,115,62,21,16,5,2.95
haruka_ramirez_741,Haruka,Ramirez,louisville_ky,100,147,17,44,3,4.97
carlos_johnson_244,Carlos,Johnson,nashville_tn,139,39,17,5,1,4.04
richard_jones_757,Richard,Jones,raleigh_nc,230,298,23,46,9,4.32
raj_nguyen_556,Raj,Nguyen,atlanta_ga,208,60,23,14,4,3.43
david_adams_299,David,Adams,houston_tx,156,210,27,23,4,3.95
maria_parker_40,Maria,Parker,san_francisco_ca,61,118,11,13,3,4.79
luis_adams_676,Luis,Adams,san_francisco_ca,40,265,4,39,7,3.01
wei_martinez_31,Wei,Martinez,orlando_fl,138,193,17,38,7,3.32
barbara_washington_781,Barbara,Washington,los_angeles_ca,41,67,5,8,1,4.04
priya_jones_387,Priya,Jones,minneapolis_mn,63,201,7,25,1,3.5
mei_kim_169,Mei,Kim,grand_rapids_mi,171,136,28,15,5,4.18
takeshi_martinez_732,Takeshi,Martinez,san_diego_ca,112,10,22,2,4,4.26
dorothy_gonzalez_445,Dorothy,Gonzalez,chicago_il,113,193,23,20,3,2.39
robert_mohamed_959,Robert,Mohamed,miami_fl,117,309,15,36,5,3.66
hana_smith_313,Hana,Smith,boston_ma,164,439,23,44,4,3.04
mina_mohamed_5,Mina,Mohamed,denver_co,262,294,30,47,12,2.66
mina_parker_455,Mina,Parker,minneapolis_mn,85,30,24,8,1,4.88
hana_mohamed_402,Hana,Mohamed,los_angeles_ca,252,194,29,32,3,2.13
fatima_torres_360,Fatima,Torres,atlanta_ga,53,132,7,26,3,3.27
latoya_ramirez_94,Latoya,Ramirez,pittsburgh_pa,139,147,16,41,5,4.91
asha_young_342,Asha,Young,providence_ri,23,192,3,42,7,2.76
juan_walker_921,Juan,Walker,detroit_mi,141,115,19,26,1,4.07
christopher_patel_899,Christopher,Patel,memphis_tn,72,72,8,24,5,4.44
jin_gonzalez_567,Jin,Gonzalez,salt_lake_city_ut,184,52,24,7,3,4.3
james_hassan_23,James,Hassan,baltimore_md,15,228,4,37,2,3.72
aisha_carter_743,Aisha,Carter,louisville_ky,20,148,6,20,1,4.45
joseph_mohamed_621,Joseph,Mohamed,tampa_fl,18,59,5,7,1,2.18
charles_harris_937,Charles,Harris,grand_rapids_mi,15,64,2,9,2,3.21
jamal_thompson_60,Jamal,Thompson,oklahoma_city_ok,22,128,3,48,4,3.62
layla_green_951,Layla,Green,orlando_fl,165,55,24,21,9,4.43
lakshmi_kim_813,Lakshmi,Kim,nashville_tn,90,46,21,5,1,4.94
maria_singh_19,Maria,Singh,denver_co,72,445,20,46,4,2.82
arjun_williams_748,Arjun,Williams,houston_tx,100,249,20,46,11,4.44
luis_khan_64,Luis,Khan,cincinnati_oh,131,122,22,18,8,2.3
keisha_evans_741,Keisha,Evans,los_angeles_ca,71,129,15,15,1,4.57
richard_young_226,Richard,Young,virginia_beach_va,134,96,18,39,1,2.01
minh_abdullah_51,Minh,Abdullah,richmond_va,188,216,29,26,11,3.79
mina_young_500,Mina,Young,milwaukee_wi,121,162,16,26,3,4.82
linda_martinez_176,Linda,Martinez,jacksonville_fl,105,144,25,16,6,2.58
emily_lewis_40,Emily,Lewis,dallas_tx,89,170,11,37,2,4.1
thomas_williams_349,Thomas,Williams,charlotte_nc,26,115,7,22,3,3.56
arjun_lopez_529,Arjun,Lopez,pittsburgh_pa,45,94,6,18,4,3.91
richard_gonzalez_400,Richard,Gonzalez,providence_ri,184,238,20,30,4,3.72
jason_harris_103,Jason,Harris,washington_dc,82,32,18,8,1,2.82
thomas_khan_478,Thomas,Khan,houston_tx,214,52,27,20,4,3.95
imani_williams_629,Imani,Williams,grand_rapids_mi,100,39,10,8,3,3.8
asha_singh_176,Asha,Singh,las_vegas_nv,28,16,4,4,1,4.03
jason_davis_983,Jason,Davis,minneapolis_mn,129,222,30,44,4,3.48
lakshmi_washington_549,Lakshmi,Washington,tampa_fl,125,21,29,7,6,4.41
james_baker_200,James,Baker,philadelphia_pa,157,437,22,46,2,2.84
elizabeth_williams_317,Elizabeth,Williams,san_francisco_ca,167,50,27,8,5,2.47
kenji_ramirez_445,Kenji,Ramirez,washington_dc,143,157,23,19,1,3.34
richard_martinez_610,Richard,Martinez,san_jose_ca,187,92,25,41,4,2.61
lakshmi_lewis_467,Lakshmi,Lewis,virginia_beach_va,105,309,18,47,7,2.14
patricia_johnson_699,Patricia,Johnson,miami_fl,105,65,18,17,5,2.75
ahmad_jones_201,Ahmad,Jones,miami_fl,75,29,8,3,2,4.09
joseph_davis_263,Joseph,Davis,san_antonio_tx,151,256,27,36,12,3.77
patricia_ali_975,Patricia,Ali,richmond_va,35,188,5,21,5,2.39
jessica_gonzalez_789,Jessica,Gonzalez,philadelphia_pa,124,283,13,36,3,3.34
aisha_rodriguez_500,Aisha,Rodriguez,memphis_tn,114,237,23,31,5,4.4
raj_scott_15,Raj,Scott,denver_co,106,141,11,48,7,3.91
amanda_ramirez_561,Amanda,Ramirez,nashville_tn,33,447,4,47,1,4.91
lucia_martinez_1000,Lucia,Martinez,raleigh_nc,89,390,27,47,12,3.9
amanda_mitchell_568,Amanda,Mitchell,pittsburgh_pa,82,86,24,29,6,3.99
amanda_hassan_256,Amanda,Hassan,sacramento_ca,77,457,8,47,1,3.49
mina_ramirez_797,Mina,Ramirez,orlando_fl,76,344,25,44,2,4.47
robert_kim_507,Robert,Kim,fresno_ca,106,93,20,19,6,2.8
nia_hernandez_900,Nia,Hernandez,san_francisco_ca,197,13,29,2,3,4.99
charles_hall_449,Charles,Hall,minneapolis_mn,101,52,23,21,7,4.19
ahmad_walker_939,Ahmad,Walker,sacramento_ca,89,118,10,48,6,4.58
priya_torres_439,Priya,Torres,philadelphia_pa,82,181,11,22,3,2.49
ahmad_jones_606,Ahmad,Jones,providence_ri,118,228,16,48,7,2.45
lakshmi_harris_331,Lakshmi,Harris,tampa_fl,240,213,25,24,2,3.96
daniel_hernandez_109,Daniel,Hernandez,milwaukee_wi,39,40,8,5,1,4.77
robert_gonzalez_766,Robert,Gonzalez,fresno_ca,97,443,10,49,7,2.95
minh_allen_562,Minh,Allen,new_york_ny,27,204,4,39,7,4.58
tyrone_king_668,Tyrone,King,fresno_ca,33,101,4,32,3,3.55
daniel_white_11,Daniel,White,austin_tx,138,234,22,30,1,4.25
susan_brown_518,Susan,Brown,san_diego_ca,171,115,26,17,6,2.21
jennifer_martinez_874,Jennifer,Martinez,tampa_fl,167,33,24,10,4,3.83
keisha_scott_367,Keisha,Scott,columbus_oh,113,13,22,5,5,3.2
jin_hernandez_779,Jin,Hernandez,oklahoma_city_ok,117,328,19,47,12,4.1
isabella_smith_461,Isabella,Smith,philadelphia_pa,180,375,25,44,3,3.93
lucia_jackson_291,Lucia,Jackson,richmond_va,175,221,22,24,7,4.97
tyrone_brown_585,Tyrone,Brown,st_louis_mo,98,374,11,47,9,4.73
juan_torres_637,Juan,Torres,st_louis_mo,68,146,10,31,3,2.27
christopher_smith_733,Christopher,Smith,dallas_tx,11,251,2,50,7,3.88
charles_green_526,Charles,Green,new_york_ny,207,182,30,19,1,4.54
james_ramirez_768,James,Ramirez,chicago_il,230,174,24,33,9,2.26
miguel_evans_962,Miguel,Evans,nashville_tn,26,203,5,23,5,3.87
layla_robinson_479,Layla,Robinson,indianapolis_in,19,34,4,5,1,3.99
asha_nguyen_94,Asha,Nguyen,san_diego_ca,206,348,30,45,2,2.17
hassan_carter_470,Hassan,Carter,louisville_ky,48,38,9,16,5,4.93
camila_hassan_961,Camila,Hassan,indianapolis_in,145,132,19,27,7,4.56
mina_ramirez_988,Mina,Ramirez,buffalo_ny,93,8,25,3,1,4.58
latoya_green_214,Latoya,Green,fresno_ca,83,17,9,6,3,3.37
charles_carter_149,Charles,Carter,providence_ri,101,76,22,20,1,2.98
jessica_kim_628,Jessica,Kim,fresno_ca,296,39,30,4,2,3.18
susan_harris_394,Susan,Harris,detroit_mi,111,93,14,13,4,4.97
darnell_hill_510,Darnell,Hill,kansas_city_mo,257,366,27,45,13,4.37
isabella_johnson_130,Isabella,Johnson,indianapolis_in,175,196,29,45,12,4.65
asha_ramirez_876,Asha,Ramirez,seattle_wa,286,141,29,36,8,2.58
joseph_green_589,Joseph,Green,atlanta_ga,62,68,10,8,2,3.82
tyrone_jackson_727,Tyrone,Jackson,richmond_va,82,421,17,48,4,3.94
luis_kim_312,Luis,Kim,denver_co,134,32,19,8,4,3.38
aya_gonzalez_721,Aya,Gonzalez,buffalo_ny,34,424,4,47,6,3.24
tyrone_thompson_561,Tyrone,Thompson,detroit_mi,193,5,28,2,6,3.59
sofia_hall_478,Sofia,Hall,san_francisco_ca,64,404,13,50,5,4.59
william_king_267,William,King,seattle_wa,47,60,11,27,4,4.48
maria_garcia_191,Maria,Garcia,atlanta_ga,124,57,16,15,6,2.86
jin_baker_48,Jin,Baker,kansas_city_mo,27,217,4,24,1,2.27
hiroshi_baker_32,Hiroshi,Baker,cleveland_oh,195,185,21,48,8,3.12
charles_gonzalez_840,Charles,Gonzalez,minneapolis_mn,181,368,20,39,8,2.17
latoya_nelson_186,Latoya,Nelson,st_louis_mo,95,18,16,3,1,4.75
mary_harris_16,Mary,Harris,columbus_oh,42,191,10,21,5,3.82
elizabeth_jones_536,Elizabeth,Jones,washington_dc,82,19,13,3,2,2.92
minh_rodriguez_451,Minh,Rodriguez,las_vegas_nv,208,32,22,11,2,3.35
tyrone_robinson_873,Tyrone,Robinson,austin_tx,129,328,20,34,10,2.31
daniel_lopez_224,Daniel,Lopez,phoenix_az,168,22,23,3,4,3.03
layla_williams_639,Layla,Williams,miami_fl,154,301,16,46,5,4.77
minh_kim_875,Minh,Kim,jacksonville_fl,232,265,24,35,4,4.28
richard_ramirez_315,Richard,Ramirez,miami_fl,122,57,21,7,5,2.56
charles_evans_796,Charles,Evans,san_francisco_ca,138,220,20,36,9,2.28
minh_evans_385,Minh,Evans,riverside_ca,126,104,23,29,2,2.34
amanda_washington_398,Amanda,Washington,denver_co,83,27,10,4,1,3.94
darnell_davis_941,Darnell,Davis,grand_rapids_mi,73,184,14,21,1,2.88
miguel_mitchell_547,Miguel,Mitchell,oklahoma_city_ok,62,87,10,14,3,2.31
mary_nguyen_434,Mary,Nguyen,louisville_ky,21,6,6,1,1,2.95
hiroshi_adams_884,Hiroshi,Adams,columbus_oh,208,189,27,26,4,4.24
hao_williams_157,Hao,Williams,richmond_va,135,162,20,46,12,3.99
jose_rodriguez_557,Jose,Rodriguez,st_louis_mo,57,107,7,42,1,4.38
christopher_hernandez_92,Christopher,Hernandez,washington_dc,47,182,13,19,6,2.34
fatima_ramirez_498,Fatima,Ramirez,memphis_tn,90,95,11,16,5,4.03
carlos_lewis_873,Carlos,Lewis,pittsburgh_pa,146,309,18,47,11,3.27
barbara_garcia_316,Barbara,Garcia,charlotte_nc,110,301,17,33,6,2.15
sanjay_davis_396,Sanjay,Davis,atlanta_ga,54,301,17,40,2,2.68
raj_martinez_495,Raj,Martinez,san_jose_ca,282,26,29,3,1,3.91
robert_evans_949,Robert,Evans,new_york_ny,28,163,4,29,5,4.18
emily_patel_631,Emily,Patel,nashville_tn,101,98,20,44,5,3.64
mina_nelson_492,Mina,Nelson,san_diego_ca,185,354,20,50,13,3.15
daniel_mohamed_785,Daniel,Mohamed,san_diego_ca,71,84,14,14,5,2.07
priya_ramirez_624,Priya,Ramirez,new_york_ny,134,15,15,4,2,2.61
maria_young_351,Maria,Young,salt_lake_city_ut,110,284,13,50,4,3.46
linda_carter_866,Linda,Carter,milwaukee_wi,76,243,17,44,8,2.73
thomas_ramirez_707,Thomas,Ramirez,miami_fl,226,35,24,4,2,3.89
hiroshi_baker_795,Hiroshi,Baker,dallas_tx,66,194,9,33,2,3.71
barbara_lopez_889,Barbara,Lopez,columbus_oh,107,286,12,32,6,4.5
richard_singh_544,Richard,Singh,atlanta_ga,101,383,11,44,2,4.04
james_mitchell_784,James,Mitchell,oklahoma_city_ok,119,154,22,21,1,3.29
amanda_ramirez_588,Amanda,Ramirez,san_jose_ca,16,196,5,24,1,3.63
ling_evans_478,Ling,Evans,san_jose_ca,120,191,23,30,4,4.46
takeshi_tran_259,Takeshi,Tran,orlando_fl,155,287,18,30,8,4.08
margaret_green_54,Margaret,Green,memphis_tn,54,373,15,50,9,2.5
charles_davis_74,Charles,Davis,st_louis_mo,46,39,5,8,2,3.32
jennifer_ali_41,Jennifer,Ali,buffalo_ny,97,191,20,25,7,4.44
mei_parker_700,Mei,Parker,san_francisco_ca,127,60,13,23,7,4.14
wei_jones_937,Wei,Jones,louisville_ky,117,368,14,50,8,4.97
jason_johnson_119,Jason,Johnson,memphis_tn,73,213,16,42,2,3.34
mina_carter_615,Mina,Carter,tampa_fl,236,427,26,43,8,3.49
zainab_gonzalez_408,Zainab,Gonzalez,seattle_wa,50,329,6,33,6,3.01
luis_perez_521,Luis,Perez,jacksonville_fl,121,113,27,46,11,3.4
luis_gonzalez_284,Luis,Gonzalez,birmingham_al,109,34,14,5,1,2.17
mina_tran_256,Mina,Tran,virginia_beach_va,180,124,19,14,1,2.24
